종목코드,종목명,추정수량,현재가,평가금액,비중(%),등락률(%),지분율(%),업종,기준일
232140,와이씨,313418,9350.0,2930458300,0.0007,-2.9075804776739322,0.38,,2026-07-22
097520,엠씨넥스,161627,18020.0,2912518540,0.0007,3.801843317972353,0.9,,2026-07-22
084690,대상홀딩스,392927,7340.0,2884084180,0.0007,2.94530154277699,1.07,,2026-07-22
160190,하이젠알앤엠,179104,15850.0,2838798400,0.0007,6.375838926174504,0.59,,2026-07-22
452260,한화갤러리아,1462523,1941.0,2838757143,0.0007,0.46583850931676274,0.76,,2026-07-22
001500,현대차증권,360740,7800.0,2813772000,0.0007,0.0,1.03,,2026-07-22
484870,엠앤씨솔루션,137690,20400.0,2808876000,0.0007,-1.6867469879518038,1.5,,2026-07-22
009290,광동제약,477941,5850.0,2795954850,0.0007,-0.5102040816326481,0.92,,2026-07-22
034830,한국토지신탁,2500000,1110.0,2775000000,0.0007,1.7415215398716821,0.99,,2026-07-22
293490,카카오게임즈,372405,7450.0,2774417250,0.0007,-1.8445322793148922,0.45,,2026-07-22
001510,SK증권,1295896,2140.0,2773217440,0.0007,0.23419203747072626,0.57,,2026-07-22
084110,휴온스글로벌,115607,23800.0,2751446600,0.0007,-1.2448132780082943,0.92,,2026-07-22
159010,아스플로,167064,16150.0,2698083600,0.0007,-3.2354703415218733,1.21,,2026-07-22
015890,태경산업,591837,4545.0,2689899165,0.0007,-0.6557377049180357,2.06,,2026-07-22
389650,넥스트바이오메디컬,80488,33100.0,2664152800,0.0007,-2.5036818851251863,0.99,,2026-07-22
475400,씨메스,158333,16700.0,2644161100,0.0007,9.940750493745876,1.35,,2026-07-22
009680,모토닉,272512,9620.0,2621565440,0.0006,-1.5353121801433,0.83,,2026-07-22
206650,유바이오로직스,337449,7620.0,2571361380,0.0006,0.0,0.93,,2026-07-22
041830,인바디,51724,49700.0,2570682800,0.0006,-6.928838951310857,0.37,,2026-07-22
027410,BGF,666667,3855.0,2570001285,0.0006,-0.3875968992248069,0.71,,2026-07-22
243840,신흥에스이씨,625000,4110.0,2568750000,0.0006,-0.24271844660194164,1.61,,2026-07-22
013890,지누스,292373,8780.0,2567034940,0.0006,-1.8994413407821265,1.31,,2026-07-22
003960,사조대림,86207,29650.0,2556037550,0.0006,0.33840947546530664,0.94,,2026-07-22
089980,상아프론테크,191257,13320.0,2547543240,0.0006,1.912777352716133,1.21,,2026-07-22
204270,제이앤티씨,180180,14100.0,2540538000,0.0006,4.599406528189909,0.31,,2026-07-22
002170,삼양통상,44266,56500.0,2501029000,0.0006,0.7130124777183555,1.48,,2026-07-22
092230,KPX홀딩스,30361,82000.0,2489602000,0.0006,-0.12180267965895553,0.7,,2026-07-22
450140,코오롱모빌리티그룹,340426,7290.0,2481705540,0.0006,0.0,0.51,,2026-07-22
264900,크라운제과,308087,8030.0,2473938610,0.0006,0.0,2.43,,2026-07-22
000320,노루홀딩스,155280,15860.0,2462740800,0.0006,-0.18879798615480947,1.17,,2026-07-22
054950,제이브이엠,110178,22200.0,2445951600,0.0006,0.9090909090909038,0.93,,2026-07-22
348370,엔켐,130926,18650.0,2441769900,0.0006,-5.665149215983812,0.62,,2026-07-22
025860,남해화학,424144,5750.0,2438828000,0.0006,-0.17361111111111605,0.86,,2026-07-22
161580,필옵틱스,93151,26000.0,2421926000,0.0006,-0.5736137667303964,0.41,,2026-07-22
249420,일동제약,178420,13450.0,2399749000,0.0006,-1.1029411764705843,0.64,,2026-07-22
010100,한국무브넥스,678514,3525.0,2391761850,0.0006,3.6764705882353033,2.27,,2026-07-22
453450,그리드위즈,168878,14130.0,2386246140,0.0006,1.5086206896551824,2.14,,2026-07-22
194700,노바렉스,186667,12780.0,2385604260,0.0006,-3.692539562923891,1.02,,2026-07-22
078520,에이블씨엔씨,243553,9600.0,2338108800,0.0006,-1.538461538461533,0.93,,2026-07-22
004700,조광피혁,36630,63500.0,2326005000,0.0006,-0.6259780907668211,0.55,,2026-07-22
400760,NH올원리츠,781015,2960.0,2311804400,0.0006,-0.6711409395973145,1.79,,2026-07-22
001570,금양,231132,9900.0,2288206800,0.0006,0.0,0.36,,2026-07-22
448730,삼성FN리츠,413043,5510.0,2275866930,0.0006,-0.18115942028985588,0.46,,2026-07-22
012030,DB,1533742,1481.0,2271471902,0.0006,1.8569463548830711,0.77,,2026-07-22
123890,한국자산신탁,1041293,2180.0,2270018740,0.0006,0.0,0.83,,2026-07-22
006390,한일현대시멘트,125461,18010.0,2259552610,0.0006,0.0,0.65,,2026-07-22
003380,하림지주,238971,9370.0,2239158270,0.0006,-1.264488935721808,0.22,,2026-07-22
069080,웹젠,189643,11750.0,2228305250,0.0005,-2.164862614487928,0.54,,2026-07-22
086670,비엠티,150479,14770.0,2222574830,0.0005,2.1438450899031736,1.64,,2026-07-22
015860,일진홀딩스,397351,5580.0,2217218580,0.0005,1.8248175182481674,0.81,,2026-07-22
003220,대원제약,287719,7570.0,2178032830,0.0005,-1.943005181347146,1.27,,2026-07-22
003720,삼영,378378,5710.0,2160538380,0.0005,0.17543859649122862,1.08,,2026-07-22
404990,신한서부티엔디리츠,582242,3700.0,2154295400,0.0005,2.4930747922437657,1.04,,2026-07-22
037710,광주신세계,55459,38700.0,2146263300,0.0005,-1.1494252873563204,0.69,,2026-07-22
130660,한전산업,202991,10570.0,2145614870,0.0005,1.8304431599229343,0.63,,2026-07-22
123860,아나패스,174757,12220.0,2135530540,0.0005,-1.6894609814963824,1.46,,2026-07-22
251370,와이엠티,245148,8510.0,2086209480,0.0005,-2.742857142857147,1.49,,2026-07-22
003280,흥아해운,1057214,1967.0,2079539938,0.0005,5.187165775401059,0.43,,2026-07-22
220100,퓨쳐켐,283073,7310.0,2069263630,0.0005,-3.562005277044855,1.27,,2026-07-22
005720,넥센,350109,5890.0,2062142010,0.0005,-0.16949152542372614,0.63,,2026-07-22
033920,무학,284810,7210.0,2053480100,0.0005,-0.8253094910591452,1.0,,2026-07-22
143240,사람인,126002,16200.0,2041232400,0.0005,-0.6134969325153339,1.06,,2026-07-22
088260,이리츠코크렙,682095,2980.0,2032643100,0.0005,-0.5008347245408995,1.06,,2026-07-22
015230,대창단조,361446,5620.0,2031326520,0.0005,-0.5309734513274322,1.26,,2026-07-22
067630,HLB생명과학,1028971,1967.0,2023985957,0.0005,-3.8141809290953566,0.84,,2026-07-22
051360,토비스,125313,16090.0,2016286170,0.0005,0.0,0.77,,2026-07-22
297090,씨에스베어링,548571,3630.0,1991312730,0.0005,0.13793103448276334,2.0,,2026-07-22
114810,한솔아이원스,171607,11540.0,1980344780,0.0005,-0.9442060085836923,0.59,,2026-07-22
003000,부광약품,524434,3740.0,1961383160,0.0005,-0.3994673768308976,0.7,,2026-07-22
001390,KG케미칼,482574,4030.0,1944773220,0.0005,0.37359900373599153,0.7,,2026-07-22
002990,금호건설,186567,10420.0,1944028140,0.0005,1.263362487852282,0.46,,2026-07-22
058650,세아홀딩스,16736,115500.0,1933008000,0.0005,-1.9524617996604432,0.42,,2026-07-22
336570,원텍,386803,4990.0,1930146970,0.0005,-0.5976095617529875,0.43,,2026-07-22
101160,월덱스,64935,29700.0,1928569500,0.0005,0.8488964346349714,0.39,,2026-07-22
236200,슈프리마,41068,46950.0,1928142600,0.0005,-0.7399577167019,0.55,,2026-07-22
230240,에치에프알,118377,16220.0,1920074940,0.0005,5.324675324675332,0.9,,2026-07-22
144510,지씨셀,147679,12960.0,1913919840,0.0005,1.8867924528301883,0.94,,2026-07-22
123410,코리아에프티,365714,5190.0,1898055660,0.0005,-1.7045454545454586,1.34,,2026-07-22
001790,대한제당,749064,2530.0,1895131920,0.0005,-4.1666666666666625,0.82,,2026-07-22
023910,대한약품,72519,25750.0,1867364250,0.0005,0.9803921568627416,1.2,,2026-07-22
060720,KH바텍,184275,10010.0,1844592750,0.0005,6.150583244962893,0.78,,2026-07-22
025980,아난티,509434,3600.0,1833962400,0.0005,-2.3066485753052923,0.58,,2026-07-22
078160,메디포스트,225694,8030.0,1812322820,0.0004,-0.3722084367245637,0.66,,2026-07-22
110790,크리스에프앤씨,614618,2910.0,1788538380,0.0004,2.284710017574687,2.64,,2026-07-22
036830,솔브레인홀딩스,58172,30650.0,1782971800,0.0004,1.6583747927031434,0.28,,2026-07-22
006890,태경케미컬,329768,5400.0,1780747200,0.0004,0.0,2.85,,2026-07-22
001270,부국증권,32967,53900.0,1776921300,0.0004,1.3157894736842035,0.3,,2026-07-22
304100,솔트룩스,165548,10610.0,1756464280,0.0004,2.81007751937985,1.35,,2026-07-22
278280,천보,55021,31750.0,1746916750,0.0004,-0.78125,0.56,,2026-07-22
451760,컨텍,241935,7220.0,1746770700,0.0004,1.5471167369901506,1.62,,2026-07-22
080160,모두투어,206186,8290.0,1709281940,0.0004,1.7177914110429349,1.1,,2026-07-22
239890,피엔에이치테크,495425,3430.0,1699307750,0.0004,1.6296296296296253,8.36,,2026-07-22
111110,호전실업,257069,6590.0,1694084710,0.0004,0.6106870229007688,2.63,,2026-07-22
030210,다올투자증권,510367,3305.0,1686762935,0.0004,-1.0479041916167664,0.85,,2026-07-22
016800,퍼시스,63725,26400.0,1682340000,0.0004,-2.7624309392265234,0.54,,2026-07-22
001230,동국홀딩스,1033435,1626.0,1680365310,0.0004,0.2466091245376001,0.72,,2026-07-22
200130,콜마비앤에이치,207792,8070.0,1676881440,0.0004,-0.12376237623762387,0.69,,2026-07-22
014580,태경비케이,418502,4005.0,1676100510,0.0004,1.1363636363636465,1.52,,2026-07-22
004980,성신양회,214765,7770.0,1668724050,0.0004,-1.0191082802547768,0.85,,2026-07-22
372320,큐로셀,74074,22400.0,1659257600,0.0004,1.3574660633484115,0.53,,2026-07-22
050890,쏠리드,180723,9100.0,1644579300,0.0004,1.2235817575083408,0.28,,2026-07-22
036800,나이스정보통신,55741,29050.0,1619276050,0.0004,0.17241379310344307,0.53,,2026-07-22
001250,GS글로벌,635514,2540.0,1614205560,0.0004,0.994035785288272,0.78,,2026-07-22
026890,스틱인베스트먼트,220162,7290.0,1604980980,0.0004,-10.771113831089352,0.53,,2026-07-22
079430,현대리바트,288336,5530.0,1594498080,0.0004,-0.5395683453237377,1.38,,2026-07-22
001520,동양,1585014,1005.0,1592939070,0.0004,2.5510204081632626,0.67,,2026-07-22
091810,티웨이항공,2843395,558.0,1586614410,0.0004,-2.7874564459930307,1.26,,2026-07-22
394280,오픈엣지테크놀로지,157933,9950.0,1571433350,0.0004,-2.9268292682926855,0.73,,2026-07-22
117580,대성에너지,223793,7020.0,1571026860,0.0004,0.8620689655172376,0.8,,2026-07-22
100250,진양홀딩스,539084,2905.0,1566039020,0.0004,-1.358234295415961,0.93,,2026-07-22
171090,선익시스템,28812,53400.0,1538560800,0.0004,3.0888030888030826,0.3,,2026-07-22
005950,이수화학,114754,13400.0,1537703600,0.0004,6.349206349206349,0.53,,2026-07-22
126700,하이비젼시스템,172315,8890.0,1531880350,0.0004,0.4519774011299438,1.14,,2026-07-22
054050,농우바이오,225035,6790.0,1527987650,0.0004,-0.7309941520467822,1.37,,2026-07-22
272550,삼양패키징,177045,8580.0,1519046100,0.0004,-0.5793742757821518,1.14,,2026-07-22
025320,시노펙스,442713,3430.0,1518505590,0.0004,-3.5161744022503494,0.5,,2026-07-22
405100,큐알티,145299,10380.0,1508203620,0.0004,-0.47938638542665,1.18,,2026-07-22
228850,레이언스,243902,6030.0,1470729060,0.0004,0.49999999999998934,1.45,,2026-07-22
464080,에스오에스랩,178042,8150.0,1451042300,0.0004,3.689567430025442,1.0,,2026-07-22
000140,하이트진로홀딩스,175824,8250.0,1450548000,0.0004,2.7397260273972712,0.73,,2026-07-22
046890,서울반도체,164384,8790.0,1444935360,0.0004,0.1138952164009055,0.27,,2026-07-22
002900,TYM,227790,6280.0,1430521200,0.0004,0.9646302250803762,0.5,,2026-07-22
060150,인선이엔티,464684,3060.0,1421933040,0.0004,-2.857142857142858,1.01,,2026-07-22
036540,SFA반도체,259319,5470.0,1418474930,0.0003,-1.2635379061371799,0.16,,2026-07-22
094360,칩스앤미디어,139949,10050.0,1406487450,0.0003,-0.09940357852882276,0.67,,2026-07-22
019170,신풍제약,184287,7610.0,1402424070,0.0003,-1.040312093628093,0.35,,2026-07-22
234080,JW생명과학,128676,10860.0,1397421360,0.0003,-1.5412511332728918,0.83,,2026-07-22
226320,잇츠한불,149953,9180.0,1376568540,0.0003,-2.444208289054195,0.7,,2026-07-22
054450,텔레칩스,149606,9140.0,1367398840,0.0003,0.21929824561404132,0.98,,2026-07-22
033530,SJG세종,227848,5980.0,1362531040,0.0003,-0.4991680532445919,0.83,,2026-07-22
071840,롯데하이마트,220690,6150.0,1357243500,0.0003,-1.12540192926045,0.93,,2026-07-22
000860,강남제비스코,110628,12250.0,1355193000,0.0003,-0.08156606851549286,0.87,,2026-07-22
013570,디와이,361290,3750.0,1354837500,0.0003,0.40160642570281624,1.35,,2026-07-22
009580,무림P&P,846561,1599.0,1353651039,0.0003,1.3307984790874583,1.35,,2026-07-22
002150,도화엔지니어링,275229,4895.0,1347245955,0.0003,0.9278350515463885,0.82,,2026-07-22
016450,한세예스24홀딩스,307329,4335.0,1332271215,0.0003,0.8139534883720989,0.79,,2026-07-22
123330,제닉,56645,23450.0,1328325250,0.0003,-9.108527131782951,0.72,,2026-07-22
267290,경동도시가스,67797,19590.0,1328143230,0.0003,2.672955974842761,1.13,,2026-07-22
228670,레이,274914,4810.0,1322336340,0.0003,3.5522066738428393,1.77,,2026-07-22
046440,KG모빌리언스,337197,3910.0,1318440270,0.0003,0.38510911424902705,0.86,,2026-07-22
092790,넥스틸,120805,10860.0,1311942300,0.0003,-0.5494505494505475,0.48,,2026-07-22
237880,클리오,133721,9810.0,1311803010,0.0003,-1.4070351758794009,0.74,,2026-07-22
000050,경방,157480,8320.0,1310233600,0.0003,0.48309178743961567,0.55,,2026-07-22
117730,티로보틱스,106242,12290.0,1305714180,0.0003,5.042735042735047,0.59,,2026-07-22
007160,사조산업,28694,45400.0,1302707600,0.0003,-1.089324618736387,0.57,,2026-07-22
001130,대한제분,118671,10960.0,1300634160,0.0003,-1.2612612612612595,0.71,,2026-07-22
028100,동아지질,88496,14300.0,1265492800,0.0003,-0.06988120195667857,0.65,,2026-07-22
003350,한국화장품제조,174081,7250.0,1262087250,0.0003,-3.7184594953519223,0.77,,2026-07-22
095570,AJ네트웍스,301974,4170.0,1259231580,0.0003,-3.023255813953485,0.67,,2026-07-22
096760,JW홀딩스,331126,3800.0,1258278800,0.0003,-0.3931847968545177,0.43,,2026-07-22
263860,지니언스,107181,11710.0,1255089510,0.0003,-0.5097706032285432,1.13,,2026-07-22
032190,다우데이타,68898,18050.0,1243608900,0.0003,2.556818181818188,0.19,,2026-07-22
377190,디앤디플랫폼리츠,611205,1982.0,1211408310,0.0003,-1.6377171215880892,0.7,,2026-07-22
317400,자이에스앤디,187207,6470.0,1211229290,0.0003,7.833333333333337,0.46,,2026-07-22
002100,경농,133333,9030.0,1203996990,0.0003,0.0,0.66,,2026-07-22
048410,현대바이오,198441,5970.0,1184692770,0.0003,-0.6655574043261225,0.24,,2026-07-22
003070,코오롱글로벌,136209,8690.0,1183656210,0.0003,0.9291521486643362,0.7,,2026-07-22
100790,미래에셋벤처투자,87336,13540.0,1182529440,0.0003,1.5753938484621255,0.15,,2026-07-22
136490,선진,124113,9520.0,1181555760,0.0003,-2.5588536335721557,0.55,,2026-07-22
003120,일성아이에스,58065,20250.0,1175816250,0.0003,0.24752475247524774,0.45,,2026-07-22
042520,한스바이오메드,56689,20600.0,1167793400,0.0003,-3.2863849765258246,0.45,,2026-07-22
078350,한양디지텍,58617,19700.0,1154754900,0.0003,0.2544529262086481,0.35,,2026-07-22
102460,이연제약,116822,9770.0,1141350940,0.0003,-1.4127144298688221,0.64,,2026-07-22
389500,에스비비테크,33333,34200.0,1139988600,0.0003,11.40065146579805,0.53,,2026-07-22
007210,벽산,761697,1492.0,1136451924,0.0003,-0.2673796791443861,1.12,,2026-07-22
475560,더본코리아,81250,13840.0,1124500000,0.0003,0.5083514887436413,0.55,,2026-07-22
010960,삼호개발,358891,3125.0,1121534375,0.0003,-1.7295597484276781,1.49,,2026-07-22
003650,미창석유,7830,141800.0,1110294000,0.0003,-0.7697690692792136,0.43,,2026-07-22
226400,오스테오닉,246154,4495.0,1106462230,0.0003,-1.748633879781425,1.18,,2026-07-22
007860,서연,148148,7390.0,1094813720,0.0003,1.2328767123287676,0.65,,2026-07-22
004310,현대약품,167364,6510.0,1089539640,0.0003,-4.685212298682284,0.52,,2026-07-22
045100,한양이엔지,36210,30050.0,1088110500,0.0003,-0.4966887417218513,0.19,,2026-07-22
011330,유니켐,269179,4015.0,1080753685,0.0003,0.24968789013732895,0.26,,2026-07-22
003520,영진약품,905433,1184.0,1072032672,0.0003,0.16920473773265332,0.5,,2026-07-22
004970,신라교역,117146,9130.0,1069542980,0.0003,0.2195389681668436,0.75,,2026-07-22
064290,인텍플러스,29910,35150.0,1051336500,0.0003,-3.0344827586206935,0.25,,2026-07-22
000390,삼화페인트,179153,5820.0,1042670460,0.0003,-1.0204081632653073,0.68,,2026-07-22
462520,조선내화,77620,13380.0,1038555600,0.0003,-1.1816838995568735,0.65,,2026-07-22
120240,대정화금,69876,14780.0,1032767280,0.0003,0.95628415300546,1.0,,2026-07-22
017900,광전자,174520,5900.0,1029668000,0.0003,3.1468531468531458,0.29,,2026-07-22
013580,계룡건설,54306,18740.0,1017694440,0.0003,2.6849315068493196,0.59,,2026-07-22
363250,진시스템,283087,3580.0,1013451460,0.0002,-2.849389416553594,7.18,,2026-07-22
000540,흥국화재,326975,3090.0,1010352750,0.0002,-0.8025682182985605,0.5,,2026-07-22
051500,CJ프레시웨이,45819,22050.0,1010308950,0.0002,1.379310344827589,0.39,,2026-07-22
089470,HDC현대EP,282087,3580.0,1009871460,0.0002,0.2801120448179262,0.91,,2026-07-22
083500,에프엔에스테크,74813,13440.0,1005486720,0.0002,0.07446016381236209,0.91,,2026-07-22
000520,삼일제약,159696,6270.0,1001293920,0.0002,0.6420545746388395,0.72,,2026-07-22
293480,하나제약,119266,8360.0,997063760,0.0002,-0.9478672985781977,0.68,,2026-07-22
101530,해태제과식품,183333,5420.0,993664860,0.0002,-0.5504587155963248,0.63,,2026-07-22
210980,SK디앤디,179806,5510.0,990731060,0.0002,-1.7825311942959,0.96,,2026-07-22
014280,금강공업,256410,3860.0,989742600,0.0002,-0.2583979328165342,0.9,,2026-07-22
010820,퍼스텍,168634,5700.0,961213800,0.0002,3.6363636363636376,0.37,,2026-07-22
004560,현대비앤지스틸,89366,10700.0,956216200,0.0002,-0.09337068160597539,0.57,,2026-07-22
054210,이랜텍,137255,6930.0,951177150,0.0002,2.212389380530966,0.52,,2026-07-22
005390,신성통상,230415,4100.0,944701500,0.0002,0.0,0.15,,2026-07-22
271980,제일약품,96491,9790.0,944646890,0.0002,1.031991744066052,0.67,,2026-07-22
253590,네오셈,102975,9170.0,944280750,0.0002,-1.2917115177610294,0.23,,2026-07-22
000020,동화약품,190476,4910.0,935237160,0.0002,-1.7017017017016967,0.66,,2026-07-22
005010,휴스틸,264550,3530.0,933861500,0.0002,-1.1204481792717047,0.45,,2026-07-22
063160,종근당바이오,72727,12820.0,932360140,0.0002,-0.23346303501945442,1.34,,2026-07-22
001780,알루코,598504,1557.0,931870728,0.0002,0.8419689119171014,0.6,,2026-07-22
263720,디앤씨미디어,142857,6520.0,931427640,0.0002,-0.911854103343468,1.16,,2026-07-22
314930,바이오다인,111801,8290.0,926830290,0.0002,0.7290400972053357,0.37,,2026-07-22
000680,LS네트웍스,324324,2855.0,925945020,0.0002,2.3297491039426577,0.39,,2026-07-22
315640,딥노이드,714995,1292.0,923773540,0.0002,0.07745933384972759,2.94,,2026-07-22
007570,일양약품,117509,7860.0,923620740,0.0002,0.0,0.7,,2026-07-22
092200,디아이씨,217391,4240.0,921737840,0.0002,4.176904176904173,0.59,,2026-07-22
036010,아비코전자,155902,5890.0,918262780,0.0002,1.2027491408934665,1.22,,2026-07-22
365340,성일하이텍,30986,29300.0,907889800,0.0002,-0.17035775127768327,0.25,,2026-07-22
172670,에이엘티,106496,8500.0,905216000,0.0002,3.1553398058252524,1.17,,2026-07-22
011280,태림포장,568182,1588.0,902273016,0.0002,-0.7499999999999951,0.83,,2026-07-22
002460,HS화성,82559,10830.0,894113970,0.0002,1.3096351730589317,0.78,,2026-07-22
389260,대명에너지,61947,14410.0,892656270,0.0002,9.49848024316109,0.34,,2026-07-22
043150,바텍,52966,16830.0,891417780,0.0002,0.29797377830751426,0.35,,2026-07-22
004090,한국석유,75586,11790.0,891158940,0.0002,5.080213903743314,0.58,,2026-07-22
011500,한농화성,74738,11810.0,882655780,0.0002,2.6956521739130546,0.5,,2026-07-22
000700,유수홀딩스,150094,5850.0,878049900,0.0002,-0.5102040816326481,0.61,,2026-07-22
099430,바이오플러스,246238,3510.0,864295380,0.0002,-2.6352288488210807,0.42,,2026-07-22
001460,BYC,27119,31800.0,862384200,0.0002,0.3154574132492094,0.42,,2026-07-22
064550,바이오니아,143236,6020.0,862280720,0.0002,-0.49586776859503745,0.55,,2026-07-22
378850,화승알앤에이,300000,2825.0,847500000,0.0002,1.4362657091562037,1.65,,2026-07-22
012610,경인양행,294659,2850.0,839778150,0.0002,0.17574692442883233,0.69,,2026-07-22
037560,LG헬로비전,534979,1532.0,819587828,0.0002,0.7894736842105177,0.68,,2026-07-22
305090,마이크로디지탈,423814,1885.0,798889390,0.0002,0.6406833956219993,2.57,,2026-07-22
179290,엠아이텍,172414,4575.0,788794050,0.0002,-1.6129032258064502,0.53,,2026-07-22
008350,남선알미늄,735786,1061.0,780668946,0.0002,-0.7483629560336769,0.59,,2026-07-22
101360,에코앤드림,118721,6540.0,776435340,0.0002,0.4608294930875667,0.68,,2026-07-22
081000,일진다이아,91827,8450.0,775938150,0.0002,0.3562945368170922,0.64,,2026-07-22
004960,한신공영,78247,9870.0,772297890,0.0002,0.4069175991861629,0.67,,2026-07-22
339770,교촌에프앤비,219780,3505.0,770328900,0.0002,-0.7082152974504208,0.87,,2026-07-22
004150,한솔홀딩스,255319,3015.0,769786785,0.0002,0.6677796327211993,0.56,,2026-07-22
067900,와이엔텍,130506,5870.0,766070220,0.0002,-1.5100671140939603,0.67,,2026-07-22
016710,대성홀딩스,113798,6680.0,760170640,0.0002,-0.8902077151335286,0.67,,2026-07-22
068240,다원시스,300000,2530.0,759000000,0.0002,0.0,0.8,,2026-07-22
041190,우리기술투자,173410,4360.0,756067600,0.0002,-0.11454753722794919,0.2,,2026-07-22
298690,에어부산,521739,1437.0,749738943,0.0002,0.4895104895104918,0.46,,2026-07-22
047560,이스트소프트,99352,7500.0,745140000,0.0002,1.3513513513513598,0.87,,2026-07-22
035000,HS애드,126183,5900.0,744479700,0.0002,1.724137931034475,0.76,,2026-07-22
006220,제주은행,82063,9070.0,744311410,0.0002,-1.1982570806100212,0.27,,2026-07-22
060280,큐렉소,92879,8000.0,743032000,0.0002,2.432778489116516,0.21,,2026-07-22
089890,코세스,30441,24100.0,733628100,0.0002,12.09302325581396,0.15,,2026-07-22
285490,노바텍,68213,10740.0,732607620,0.0002,-0.09302325581395099,0.64,,2026-07-22
418550,제이오,186380,3930.0,732473400,0.0002,-0.25380710659898,0.58,,2026-07-22
035600,KG이니시스,79186,9250.0,732470500,0.0002,-0.43057050592034685,0.27,,2026-07-22
085660,차바이오텍,85074,8550.0,727382700,0.0002,-1.6110471806674354,0.14,,2026-07-22
108860,셀바스AI,111684,6500.0,725946000,0.0002,3.0110935023771823,0.42,,2026-07-22
036580,팜스코,273349,2640.0,721641360,0.0002,-6.216696269982236,0.7,,2026-07-22
019440,세아특수강,38168,18870.0,720230160,0.0002,0.0,0.41,,2026-07-22
263600,덕우전자,232313,3095.0,719008735,0.0002,1.4754098360655776,1.41,,2026-07-22
128820,대성산업,178838,4005.0,716246190,0.0002,-0.6203473945409432,0.38,,2026-07-22
036420,콘텐트리중앙,431818,1636.0,706454248,0.0002,-1.2077294685990392,2.23,,2026-07-22
457550,우진엔텍,49681,14170.0,703979770,0.0002,1.9424460431654689,0.56,,2026-07-22
190510,나무가,52950,13250.0,701587500,0.0002,1.377199693955622,0.34,,2026-07-22
382900,범한퓨얼셀,46765,14910.0,697266150,0.0002,0.40404040404040664,0.51,,2026-07-22
090850,현대이지웰,115607,6020.0,695954140,0.0002,-0.660066006600657,0.52,,2026-07-22
086980,쇼박스,349206,1973.0,688983438,0.0002,-0.20232675771371111,0.55,,2026-07-22
037270,YG PLUS,221300,3100.0,686030000,0.0002,-0.6410256410256387,0.34,,2026-07-22
475960,토모큐브,19544,35000.0,684040000,0.0002,-2.777777777777779,0.14,,2026-07-22
083310,엘오티베큠,83832,8090.0,678200880,0.0002,-0.49200492004920493,0.45,,2026-07-22
007540,샘표,15915,42050.0,669225750,0.0002,0.11904761904761862,0.53,,2026-07-22
002450,삼익악기,600858,1111.0,667553238,0.0002,-1.0685663401602818,0.68,,2026-07-22
005960,동부건설,104575,6290.0,657776750,0.0002,0.31897926634769647,0.43,,2026-07-22
282880,코윈테크,70214,9280.0,651585920,0.0002,1.5317286652078765,0.62,,2026-07-22
001750,한양증권,34072,19050.0,649071600,0.0002,-1.8547140649149974,0.27,,2026-07-22
100700,세운메디칼,283976,2245.0,637526120,0.0002,-2.813852813852813,0.67,,2026-07-22
248170,샘표식품,28283,22500.0,636367500,0.0002,0.0,0.59,,2026-07-22
000970,한국주철관,96774,6530.0,631934220,0.0002,0.6163328197226425,0.45,,2026-07-22
115450,HLB테라퓨틱스,376364,1673.0,629656972,0.0002,-0.771055753262162,0.43,,2026-07-22
006840,AK홀딩스,103734,6050.0,627590700,0.0002,0.0,0.8,,2026-07-22
009270,신원,613497,1021.0,626380437,0.0002,-0.4873294346978585,0.57,,2026-07-22
090470,제이스텍,155642,4000.0,622568000,0.0002,3.2258064516129004,0.89,,2026-07-22
025900,동화기업,108696,5620.0,610871520,0.0002,2.93040293040292,0.21,,2026-07-22
070960,모나용평,280374,2155.0,604205970,0.0001,2.6190476190476097,0.56,,2026-07-22
039840,디오,49566,12110.0,600244260,0.0001,-1.3843648208469062,0.35,,2026-07-22
007980,TP,354108,1692.0,599150736,0.0001,1.0752688172043001,0.71,,2026-07-22
056080,유진로봇,48077,12420.0,597116340,0.0001,4.545454545454541,0.12,,2026-07-22
310200,애니플러스,233010,2560.0,596505600,0.0001,4.918032786885251,0.48,,2026-07-22
004140,동방,323326,1784.0,576813584,0.0001,-1.5452538631346546,0.7,,2026-07-22
353810,이지바이오,95012,6030.0,572922360,0.0001,-3.3653846153846145,0.31,,2026-07-22
067830,세이브존I&C,249377,2295.0,572320215,0.0001,-0.21739130434782483,0.59,,2026-07-22
214390,경보제약,112540,4990.0,561574600,0.0001,-3.8535645472061675,0.46,,2026-07-22
016740,두올,159744,3415.0,545525760,0.0001,-0.14619883040936088,0.55,,2026-07-22
424960,스마트레이더시스템,153097,3550.0,543494350,0.0001,3.498542274052485,0.96,,2026-07-22
014530,극동유화,167598,3190.0,534637620,0.0001,0.3144654088050425,0.48,,2026-07-22
432320,KB스타리츠,359897,1478.0,531927766,0.0001,2.6388888888888795,0.35,,2026-07-22
092220,KEC,205128,2540.0,521025120,0.0001,-3.969754253308133,0.53,,2026-07-22
083420,그린케미칼,117130,4430.0,518885900,0.0001,-0.44943820224718767,0.49,,2026-07-22
002620,제일파마홀딩스,76726,6730.0,516365980,0.0001,2.7480916030534264,0.5,,2026-07-22
020120,키다리스튜디오,148810,3460.0,514882600,0.0001,-3.4867503486750384,0.43,,2026-07-22
009520,포스코엠텍,50209,10210.0,512633890,0.0001,0.0,0.12,,2026-07-22
